4850, 11196
5071, 10975
5073, 10973
5088, 10958
5088, 10958
4919, 11127
4921, 11125
4921, 11125
4921, 11125
4924, 11122
4942, 11104
4942, 11104
4967, 11079
4937, 11109
4954, 11092
5238, 10808
5242, 10804
5579, 10467
5046, 11000
5611, 10435
6174, 9872
6740, 9306
7452, 8594
8446, 7600
8973, 7073
9507, 6539
5160, 10886
5258, 10788
5258, 10788
5241, 10805
5241, 10805
5204, 10842
5204, 10842
5196, 10850
5102, 10944
5165, 10881
5152, 10894
5133, 10913
5044, 11002
5041, 11005
5041, 11005
5092, 10954
5130, 10916
5130, 10916
5130, 10916
5130, 10916
5129, 10917
5128, 10918
5128, 10918
5128, 10918
5128, 10918
5128, 10918
5123, 10923
5123, 10923
5123, 10923
5121, 10925
5121, 10925
5121, 10925
5121, 10925
5120, 10926
5002, 11044
5002, 11044
5002, 11044
4998, 11048
5558, 10488
5558, 10488
4996, 11050
5558, 10488
6114, 9932
6682, 9364
7728, 8318
8272, 7774
8888, 7158
9344, 6702
4992, 11054
4992, 11054
4991, 11055
4991, 11055
4966, 11080
4966, 11080
4966, 11080
4966, 11080
4966, 11080
4966, 11080
4966, 11080
4966, 11080
4966, 11080
4966, 11080
4966, 11080
4966, 11080
4966, 11080
4966, 11080
4966, 11080
4966, 11080
4966, 11080
4966, 11080
4966, 11080
4966, 11080
4966, 11080
4985, 11061
4985, 11061
4985, 11061
4985, 11061
4985, 11061
4985, 11061
4985, 11061
4985, 11061
4985, 11061
4985, 11061
4985, 11061
4985, 11061
4985, 11061
4985, 11061
4985, 11061
4985, 11061
4985, 11061
4986, 11060
4986, 11060
4986, 11060
4984, 11062
4984, 11062
4984, 11062
4984, 11062
4984, 11062
4984, 11062
4980, 11066
4980, 11066
4979, 11067
4979, 11067
4979, 11067
4979, 11067
4977, 11069
4977, 11069
4887, 11159
4877, 11169
4877, 11169
4877, 11169
4877, 11169
4867, 11179
4867, 11179
4866, 11180
4854, 11192
4839, 11207
4839, 11207
4823, 11223
4822, 11224
4822, 11224
4822, 11224
4822, 11224
4822, 11224
4822, 11224
4822, 11224
4822, 11224
4822, 11224
5350, 10696
5369, 10677
5369, 10677
4841, 11205
5929, 10117
6456, 9590
6986, 9060
7650, 8396
8570, 7476
9098, 6948
9098, 6948
4567, 11479
